Player_ID,Name,Nationality,Position,Minutes,PAV,PDV
0,Rodri,Spain,DM,3036,0.4405339967484984,3.3320975468654326
1,Lamine Yamal,Spain,FW,2997,1.3831731249379067,0.6860662290675232
2,Spain Player 2,Spain,GK,3028,0.38607354499018876,0.08605193387153202
3,Spain Player 3,Spain,GK,3038,0.328463886514043,0.06538923825274283
4,Spain Player 4,Spain,GK,2893,0.30240894421217507,0.05249399009517226
5,Spain Player 5,Spain,CB,3011,0.3493825882881583,2.598703127158868
6,Spain Player 6,Spain,CB,2938,0.29903270124382,2.537024923474887
7,Spain Player 7,Spain,CB,3033,0.34050592012023656,2.521675410277168
8,Spain Player 8,Spain,CB,2859,0.39407833925213087,2.342022090539168
9,Spain Player 9,Spain,CB,2965,0.43340755367311323,2.746241191761847
10,Spain Player 10,Spain,FB,2804,0.44343835119465913,1.7614036449339805
11,Spain Player 11,Spain,FB,2991,0.5334060654753923,1.5918246376779785
12,Spain Player 12,Spain,FB,3043,0.47053069207143033,1.6045926738926415
13,Spain Player 13,Spain,FB,2922,0.49031115748922455,1.773274106120922
14,Spain Player 14,Spain,DM,2840,0.33705834090544495,2.554161406271999
15,Spain Player 15,Spain,DM,3074,0.3095116955987825,2.322920256825636
16,Spain Player 16,Spain,CM,3016,0.4618900890770225,0.5338352269318818
17,Spain Player 17,Spain,CM,3022,0.4241021166826877,0.6995654453612193
18,Spain Player 18,Spain,CM,3038,0.45828305179538814,0.6039626672287707
19,Spain Player 19,Spain,AM,2960,1.1419088408750808,0.45917537543410647
20,Spain Player 20,Spain,AM,2900,1.1589430525319417,0.5935999103900109
21,Spain Player 21,Spain,AM,2831,1.0633458626505454,0.5699221664973327
22,Spain Player 22,Spain,FW,2883,0.9376181419691066,0.5343296238797439
23,Spain Player 23,Spain,FW,2811,1.0285321337453728,0.5990616586545706
24,Spain Player 24,Spain,FW,2971,0.9753577479761975,0.39916235294015406
25,Spain Player 25,Spain,FW,2903,1.0134781468910214,0.5587232205800581
26,Cristiano Ronaldo,Portugal,FW,3073,1.3576599801611384,0.631691019880856
27,Bruno Fernandes,Portugal,AM,3053,1.5384121833885325,0.6772388855572988
28,Portugal Player 28,Portugal,GK,2983,0.3271478636433422,0.044423731335425314
29,Portugal Player 29,Portugal,GK,3004,0.2984630556509417,0.02184508095298918
30,Portugal Player 30,Portugal,GK,2894,0.3389484341870707,0.04959181365990152
31,Portugal Player 31,Portugal,CB,2904,0.2626352221516835,2.67327240354721
32,Portugal Player 32,Portugal,CB,3035,0.3050922311794809,2.4678040853151244
33,Portugal Player 33,Portugal,CB,2930,0.34722172163910425,2.60981570441988
34,Portugal Player 34,Portugal,CB,3065,0.31338976471060453,2.5090434078354598
35,Portugal Player 35,Portugal,CB,2979,0.3485585296322554,2.703476301186836
36,Portugal Player 36,Portugal,FB,3012,0.4524179187475232,1.6299415643451447
37,Portugal Player 37,Portugal,FB,2899,0.4734324072280938,1.5910051838070962
38,Portugal Player 38,Portugal,FB,2901,0.47173423109225693,1.564922150954438
39,Portugal Player 39,Portugal,FB,3117,0.5057374542963531,1.7795124279740981
40,Portugal Player 40,Portugal,DM,3054,0.27192916792265354,2.52731835090593
41,Portugal Player 41,Portugal,DM,3011,0.3120500142656862,2.3829583502423084
42,Portugal Player 42,Portugal,DM,2981,0.2635948343535563,2.4503260536272133
43,Portugal Player 43,Portugal,CM,2937,0.48744397215161256,0.5343783074997539
44,Portugal Player 44,Portugal,CM,3017,0.4842795626962692,0.6048446172157481
45,Portugal Player 45,Portugal,CM,3153,0.4538380107999782,0.5991917487009291
46,Portugal Player 46,Portugal,AM,3146,1.1803906504588757,0.6099520106106385
47,Portugal Player 47,Portugal,AM,3013,1.0554276882256228,0.6317250574837397
48,Portugal Player 48,Portugal,FW,3012,0.9949806155944616,0.4383497960275818
49,Portugal Player 49,Portugal,FW,2992,1.0166931177021021,0.4791140620551611
50,Portugal Player 50,Portugal,FW,3089,1.0321067897226246,0.5507530418621283
51,Portugal Player 51,Portugal,FW,3072,1.0042269753786257,0.5874271016683261
52,Kylian Mbappé,France,FW,2957,1.3815787920512044,0.5899394401496486
53,Antoine Griezmann,France,AM,2890,1.5141584098940937,0.6281587501199848
54,France Player 54,France,GK,2965,0.3060821586410784,0.09976737345765309
55,France Player 55,France,GK,2955,0.28867293765115876,0.07724010805374762
56,France Player 56,France,GK,3003,0.3132001393428998,0.03587682889307307
57,France Player 57,France,CB,2930,0.35762630453551447,2.458947823585557
58,France Player 58,France,CB,3070,0.30843585033679183,2.5792850221664945
59,France Player 59,France,CB,2942,0.3475519415458556,2.5520726388629997
60,France Player 60,France,CB,2910,0.4111459815917092,2.5003450750997613
61,France Player 61,France,CB,3089,0.3392504238518407,2.608199373466778
62,France Player 62,France,FB,3064,0.4862499509038404,1.598081128097349
63,France Player 63,France,FB,2943,0.39589070721442815,1.62246953463685
64,France Player 64,France,FB,2941,0.5472541139443738,1.5998634167262855
65,France Player 65,France,FB,3045,0.49328562701098205,1.6648540674272692
66,France Player 66,France,DM,2899,0.39375938096588675,2.6115793762666986
67,France Player 67,France,DM,2773,0.3362719330600784,2.5332629769815673
68,France Player 68,France,DM,3020,0.3200629326338556,2.623441179946065
69,France Player 69,France,CM,2931,0.4560300796080467,0.4217292922771418
70,France Player 70,France,CM,3100,0.40359819088659105,0.44802937069792764
71,France Player 71,France,CM,3001,0.4436095562456703,0.6727263688434402
72,France Player 72,France,AM,2993,1.0960888300069265,0.5933103039175767
73,France Player 73,France,AM,2965,1.1676268141405568,0.6368797998488045
74,France Player 74,France,FW,3103,1.027638001141291,0.6652811262960474
75,France Player 75,France,FW,2935,1.0115454821321885,0.5137181656626487
76,France Player 76,France,FW,3033,0.9952073753442683,0.5707318932079865
77,France Player 77,France,FW,3009,0.9754523800368912,0.5406623337570702
78,Jude Bellingham,England,AM,2987,1.5864580885164503,0.7666765064810097
79,Harry Kane,England,FW,3038,1.3873187284141486,0.6428139804514658
80,England Player 80,England,GK,2930,0.29751810638584014,0.118562499324518
81,England Player 81,England,GK,2868,0.3170114776951204,0.08020568462929052
82,England Player 82,England,GK,3096,0.3562079748752883,0.018367345529841195
83,England Player 83,England,CB,2964,0.35391253437017683,2.4874373375009866
84,England Player 84,England,CB,2920,0.3484452657998184,2.5464717157256653
85,England Player 85,England,CB,2871,0.3124741017658713,2.4814917763835638
86,England Player 86,England,CB,3055,0.34853797681233056,2.533948634773853
87,England Player 87,England,CB,2906,0.4645314225608149,2.4107020108155197
88,England Player 88,England,FB,3037,0.4269768579832239,1.5880702767920045
89,England Player 89,England,FB,2943,0.435317245238737,1.8281449150091043
90,England Player 90,England,FB,2934,0.4323853699006288,1.7678287292940456
91,England Player 91,England,FB,3148,0.4585980793047178,1.8008265703924717
92,England Player 92,England,DM,3024,0.3875003392227531,2.4417452827644244
93,England Player 93,England,DM,2995,0.3208131906652138,2.4294607626918117
94,England Player 94,England,DM,2843,0.27781614249635667,2.458851624435763
95,England Player 95,England,CM,2924,0.5578015742650242,0.559796415037644
96,England Player 96,England,CM,2976,0.4882493083256195,0.5784876424300783
97,England Player 97,England,CM,2947,0.44648641052855503,0.5232815964015021
98,England Player 98,England,AM,2933,1.0890193710999503,0.4751231521328312
99,England Player 99,England,AM,2968,1.1057090781503982,0.5926519355289593
100,England Player 100,England,FW,2966,1.0129262762002624,0.5065139996897002
101,England Player 101,England,FW,2977,0.9497710722155375,0.6125544011038618
102,England Player 102,England,FW,2964,1.0676699481473466,0.5949629959145417
103,England Player 103,England,FW,2955,0.9907871825265929,0.4508301776751156
104,Belgium Player 104,Belgium,GK,2879,0.3655121529161682,0.02058761878487047
105,Belgium Player 105,Belgium,GK,2874,0.28993983762326436,0.0772843272503509
106,Belgium Player 106,Belgium,GK,3109,0.347750471058667,0.06532578316065156
107,Belgium Player 107,Belgium,CB,3087,0.37057217055694547,2.3391520972348423
108,Belgium Player 108,Belgium,CB,2948,0.31856547734555146,2.420729019523335
109,Belgium Player 109,Belgium,CB,3029,0.3128087601161827,2.335632437641659
110,Belgium Player 110,Belgium,CB,2945,0.3394954308373388,2.348020888845714
111,Belgium Player 111,Belgium,CB,3118,0.3763311262658352,2.387732227868758
112,Belgium Player 112,Belgium,FB,3012,0.4662423345504723,1.5429081576123094
113,Belgium Player 113,Belgium,FB,2975,0.49504826324272627,1.5914598328062857
114,Belgium Player 114,Belgium,FB,2890,0.45288127118723537,1.715369245816592
115,Belgium Player 115,Belgium,FB,3005,0.4469847995690116,1.5228948175730295
116,Belgium Player 116,Belgium,DM,3013,0.31327134781265625,2.4730556395778773
117,Belgium Player 117,Belgium,DM,3135,0.26998386942613756,2.3699089828125754
118,Belgium Player 118,Belgium,DM,3034,0.2858538826957945,2.1621076058570328
119,Belgium Player 119,Belgium,CM,3079,0.4091295983329915,0.5238245942297686
120,Belgium Player 120,Belgium,CM,2956,0.44850520394468474,0.5948531779360682
121,Belgium Player 121,Belgium,CM,2984,0.42874551991288845,0.46953228274852277
122,Belgium Player 122,Belgium,AM,2957,1.064273866355609,0.520690985564494
123,Belgium Player 123,Belgium,AM,2789,1.0713010639205427,0.6989525058161045
124,Belgium Player 124,Belgium,AM,2924,1.0870828868820088,0.3864751131770568
125,Belgium Player 125,Belgium,FW,2991,0.9568095135133752,0.47694480596901667
126,Belgium Player 126,Belgium,FW,2804,0.9833928274950761,0.5925135843793755
127,Belgium Player 127,Belgium,FW,3022,0.8972953082134609,0.6269000188825391
128,Belgium Player 128,Belgium,FW,2957,0.905710918984308,0.44906439205359194
129,Belgium Player 129,Belgium,FW,2984,0.9308208580054547,0.6137023257182388
130,Netherlands Player 130,Netherlands,GK,2968,0.2961096084044152,-0.0152300963292507
131,Netherlands Player 131,Netherlands,GK,3007,0.2609386888467731,0.09856249648956755
132,Netherlands Player 132,Netherlands,GK,2921,0.3102385129774045,0.10676465335286767
133,Netherlands Player 133,Netherlands,CB,2989,0.2908146298396278,2.3157695590046488
134,Netherlands Player 134,Netherlands,CB,3008,0.2741236381120476,2.481746787554254
135,Netherlands Player 135,Netherlands,CB,2740,0.30198236037576826,2.4364114404106645
136,Netherlands Player 136,Netherlands,CB,2986,0.26484696498071064,2.4481546432694814
137,Netherlands Player 137,Netherlands,CB,3000,0.3400014046661224,2.428353365686333
138,Netherlands Player 138,Netherlands,FB,3156,0.4386053284202341,1.6155714459479766
139,Netherlands Player 139,Netherlands,FB,2797,0.47558370943257966,1.6532834940144983
140,Netherlands Player 140,Netherlands,FB,2915,0.42637113769949575,1.5932199138468794
141,Netherlands Player 141,Netherlands,FB,2933,0.49312952699093043,1.8165812883272345
142,Netherlands Player 142,Netherlands,DM,2990,0.35482133214377665,2.571981022565995
143,Netherlands Player 143,Netherlands,DM,2902,0.28826020515629486,2.30226776620915
144,Netherlands Player 144,Netherlands,DM,2969,0.3055555378556238,2.326981953288345
145,Netherlands Player 145,Netherlands,CM,2878,0.38587442885848117,0.6447898874144095
146,Netherlands Player 146,Netherlands,CM,3008,0.5074833334455893,0.5713650296599506
147,Netherlands Player 147,Netherlands,CM,3013,0.4225639398523563,0.6262598392612391
148,Netherlands Player 148,Netherlands,AM,3000,1.083663291551634,0.474101552815989
149,Netherlands Player 149,Netherlands,AM,2834,1.05072298749728,0.4766610924581243
150,Netherlands Player 150,Netherlands,AM,2950,1.1759903963276002,0.5605001532206677
151,Netherlands Player 151,Netherlands,FW,2987,0.9083281732395374,0.6616232987671629
152,Netherlands Player 152,Netherlands,FW,2945,1.0204923010529157,0.6130853159978683
153,Netherlands Player 153,Netherlands,FW,3057,0.8799977057256663,0.4798789053134181
154,Netherlands Player 154,Netherlands,FW,3047,0.9739660703072334,0.552642478294658
155,Netherlands Player 155,Netherlands,FW,2951,0.9090670674059317,0.5418397102177333
156,Italy Player 156,Italy,GK,2930,0.31231724850223513,0.0848956772680909
157,Italy Player 157,Italy,GK,2904,0.3265989307149855,0.07000921882604502
158,Italy Player 158,Italy,GK,3078,0.30663846448902016,0.04759436843704606
159,Italy Player 159,Italy,CB,2997,0.31842820808302164,2.4944011694691017
160,Italy Player 160,Italy,CB,2932,0.28644777973898744,2.4755960408166557
161,Italy Player 161,Italy,CB,3033,0.3171580671559043,2.281606070425863
162,Italy Player 162,Italy,CB,3093,0.32439380690999237,2.3645475912838774
163,Italy Player 163,Italy,CB,2836,0.3605328331551343,2.4244555997389754
164,Italy Player 164,Italy,FB,3100,0.38717734169442747,1.6046540124711708
165,Italy Player 165,Italy,FB,3070,0.4331687705718096,1.5058096906094862
166,Italy Player 166,Italy,FB,2828,0.4407033428840227,1.511262411247948
167,Italy Player 167,Italy,FB,2911,0.44654854150194717,1.7262536288818777
168,Italy Player 168,Italy,DM,2789,0.3388556017474623,2.398532018920026
169,Italy Player 169,Italy,DM,2868,0.318243358712454,2.518529440242944
170,Italy Player 170,Italy,DM,2912,0.19832493219820319,2.2786066387897543
171,Italy Player 171,Italy,CM,2853,0.42907350311970766,0.5871748077874026
172,Italy Player 172,Italy,CM,2848,0.3999260747838984,0.5852810654032452
173,Italy Player 173,Italy,CM,2914,0.41732334739506416,0.6035717543170179
174,Italy Player 174,Italy,AM,3049,1.097712203604671,0.44765057638854794
175,Italy Player 175,Italy,AM,3060,1.1122240715136837,0.5608373091424825
176,Italy Player 176,Italy,AM,2966,1.0388777589664735,0.5560224949658013
177,Italy Player 177,Italy,FW,2906,1.0184242979035172,0.47039527542173015
178,Italy Player 178,Italy,FW,3002,0.9199052340794213,0.5751389237276542
179,Italy Player 179,Italy,FW,2850,0.9948833470730686,0.43577656539704956
180,Italy Player 180,Italy,FW,3121,0.9574232056360713,0.4881904591787976
181,Italy Player 181,Italy,FW,2809,0.9355151973244037,0.4975403535912469
182,Germany Player 182,Germany,GK,3094,0.28709279232789897,0.04864612626310907
183,Germany Player 183,Germany,GK,3105,0.3674205238885306,0.1350299732766157
184,Germany Player 184,Germany,GK,2986,0.3173502408930201,0.06277085375715354
185,Germany Player 185,Germany,CB,2872,0.33649319940024536,2.6182551356896755
186,Germany Player 186,Germany,CB,2868,0.31240632005229474,2.6068694629969986
187,Germany Player 187,Germany,CB,3004,0.36540231541461665,2.5782115984443954
188,Germany Player 188,Germany,CB,3037,0.2955319122859276,2.628287252061596
189,Germany Player 189,Germany,CB,3021,0.32313293463779696,2.54294953170282
190,Germany Player 190,Germany,FB,3035,0.4862867555749586,1.6127436800478159
191,Germany Player 191,Germany,FB,3026,0.37367453320436217,1.6894772710676775
192,Germany Player 192,Germany,FB,2948,0.45327932843711377,1.7140092606130586
193,Germany Player 193,Germany,FB,2985,0.4897134547903959,1.6935985799821405
194,Germany Player 194,Germany,DM,2960,0.31254838396401036,2.479619765615717
195,Germany Player 195,Germany,DM,2913,0.3660316785477429,2.711194745239396
196,Germany Player 196,Germany,DM,2888,0.32839624456237526,2.5611723744631982
197,Germany Player 197,Germany,CM,2969,0.4377860780632082,0.5648894314586169
198,Germany Player 198,Germany,CM,3008,0.4700540443843284,0.4568477914400405
199,Germany Player 199,Germany,CM,2901,0.42117998199613216,0.5370607548204772
200,Germany Player 200,Germany,AM,2950,1.1239486397424219,0.6382227151607435
201,Germany Player 201,Germany,AM,3011,1.0627730112278961,0.4956345946339495
202,Germany Player 202,Germany,AM,2911,1.1226150227155234,0.5885143089577626
203,Germany Player 203,Germany,FW,3015,1.0320405730307325,0.7657523119359348
204,Germany Player 204,Germany,FW,3008,1.0011556618916588,0.542854605692504
205,Germany Player 205,Germany,FW,3182,1.0187606772244213,0.5238802953821478
206,Germany Player 206,Germany,FW,3141,0.9090195435970599,0.5402970737001161
207,Germany Player 207,Germany,FW,3091,0.9332180344760642,0.5079406618078752
208,Croatia Player 208,Croatia,GK,2895,0.2531086835973487,-0.0015325626424428785
209,Croatia Player 209,Croatia,GK,2902,0.3870045160839102,0.06365547963995025
210,Croatia Player 210,Croatia,GK,2867,0.2837309972807446,0.03572080111776579
211,Croatia Player 211,Croatia,CB,3012,0.3657612352286329,2.3684940383264212
212,Croatia Player 212,Croatia,CB,3018,0.34070907235857867,2.4518035617026115
213,Croatia Player 213,Croatia,CB,2987,0.34646047614861136,2.456493819986256
214,Croatia Player 214,Croatia,CB,3006,0.35360116496217797,2.327516892985104
215,Croatia Player 215,Croatia,CB,3046,0.3349148697906877,2.302709707342375
216,Croatia Player 216,Croatia,FB,2883,0.3580553620527694,1.6575060260160115
217,Croatia Player 217,Croatia,FB,3093,0.4077485951375471,1.5432366232935
218,Croatia Player 218,Croatia,FB,2981,0.4296869742465017,1.6708206750773076
219,Croatia Player 219,Croatia,FB,2993,0.40935303377057747,1.5264310064971711
220,Croatia Player 220,Croatia,DM,2891,0.34859102756719834,2.3575129881668135
221,Croatia Player 221,Croatia,DM,2985,0.2947580494984155,2.4419687663920797
222,Croatia Player 222,Croatia,DM,2960,0.33819233738498106,2.454217526440902
223,Croatia Player 223,Croatia,CM,2977,0.4748097506605443,0.4951739448921092
224,Croatia Player 224,Croatia,CM,3047,0.3993452424549063,0.5633005976400948
225,Croatia Player 225,Croatia,CM,2930,0.3954367277030358,0.5685427509329568
226,Croatia Player 226,Croatia,AM,2741,1.0095375015089478,0.6133963596163143
227,Croatia Player 227,Croatia,AM,2968,1.0525361313897057,0.5410691122475335
228,Croatia Player 228,Croatia,AM,2855,0.9948883492907306,0.4985698171965153
229,Croatia Player 229,Croatia,FW,2900,0.8900866069684688,0.44822861178786993
230,Croatia Player 230,Croatia,FW,2928,0.9101028202254062,0.5268222160879404
231,Croatia Player 231,Croatia,FW,2899,0.9734751097650927,0.44622316795183425
232,Croatia Player 232,Croatia,FW,3011,0.8853062551559027,0.5689221748924816
233,Croatia Player 233,Croatia,FW,3036,0.9140422754783867,0.6173612360883428
234,Switzerland Player 234,Switzerland,GK,2929,0.24882345153512117,0.061452562968825473
235,Switzerland Player 235,Switzerland,GK,2943,0.2682157161108273,0.11215894936257906
236,Switzerland Player 236,Switzerland,GK,2904,0.24691201008300048,0.03356568526983025
237,Switzerland Player 237,Switzerland,CB,2923,0.2218978248504674,1.779828779713243
238,Switzerland Player 238,Switzerland,CB,2973,0.280708593501849,1.9245424789442425
239,Switzerland Player 239,Switzerland,CB,3123,0.23979852782152308,1.9478864671624432
